contest_id,contest_name,contest_url,is_exam,is_contest_status,regist_start_time,regist_end_time,contest_start_time,contest_end_time,thumb_pic,level_name,organiser,organiser_name,enter_range,contest_class_first,contest_class_second,contest_class_second_id,time_status,time_name,ranking,is_new,module
53344,【第一场倒计时7天】第二届“一带一路”全国大学生英语翻译大赛,vse/2025Tran,0,1,1739869200,1745164799,1740326400,1745164799,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740705714108images.png,全国性,中国欧洲经济技术合作协会一带一路经济文化工作委员会,主办方,全国,1005,english,19,22,比赛进行中,10,0,0
53400,【倒计时7天】2025“华文校园”全国大学生语文写作大赛,vse/YWXZ2025,0,1,1741253400,1745208000,1741253400,1745208000,https://publicqn.saikr.com/2025/03/06/contest67c96562617b46.064362411741251969252.png,全国性,中国语文报刊协会校园文化分会,主办方,全国,1005,art_assessment,36,22,比赛进行中,46,0,0
53730,数学建模协会组织2025年高教社杯全国大学生数学建模竞赛（校内选拔）,vse/53730,0,1,1744243200,1745280000,1745510400,1746014400,https://publicqn.saikr.com/contest/thmub/cropper/upload/1743950201613images.png,校级,塔里木大学教务处,主办方,全国,1001,mcm,1,12,正在报名,0,0,0
53713,2025年河西学院第二十一届大学生数学建模竞赛,vse/hxu2025,0,1,1745424000,1745424000,1745424000,1745798400,,校级,河西学院教务处,主办方,河西学院 河西学院医学院,1001,mcm,1,11,即将报名,0,0,0
53248,【本月即将开考】2025年全国大学生高新技术竞赛—前端知识答题竞赛,vse/WLQW25,0,1,1737388800,1745510400,1745629200,1745748000,,全国性,中国国际科技促进会物联网工作委员会,主办方,全国,1004,occupation,28,12,正在报名,0,0,0
53545,银川科技学院第十一届数学建模竞赛,vse/53545,0,1,1741449600,1745596740,1746061200,1746630000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1741524512890images.png,全国性,银川科技学院,主办方,全国,1001,mcm,1,12,正在报名,0,0,0
53370,2025全国大学生高新技术竞赛——大模型知识创新赛,vse/2025WLB/BMKIC,0,1,1739954400,1745596799,1745596800,1745769599,https://publicqn.saikr.com/contest/thmub/cropper/upload/1739951498892images.png,全国性,中国国际科技促进会物联网工作委员会,主办方,全国,1001,computer,6,12,正在报名,0,0,0
53376,2025“华青杯”全国大学生数字未来创新挑战赛——算法编程赛道,vse/high-techPSCA/2025,0,1,1739961000,1745596799,1745730000,1745748000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1739959175166images.png,全国性,中国国际科技促进会青少年人工智能教育普及工作委员会,主办方,全国,1001,computer,6,12,正在报名,0,0,0
53667,【实操竞赛|即将开赛】2025年全国大学生高新技术竞赛—Python数据分析竞赛,vse/WLPY25,0,1,1742745600,1745596800,1745629200,1745834400,https://publicqn.saikr.com/contest/thmub/cropper/upload/1742810466700images.png,全国性,中国国际科技促进会物联网工作委员会,主办方,全国,1002,physics,17,12,正在报名,0,0,0
53480,2025年全国大学生奥林匹克数学竞赛（春季赛）,vse/SOIM25,0,1,1741233600,1745625600,1745625600,1745640000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1741340719263images.png,全国性,数学周报社,主办方,全国,1002,match,16,12,正在报名,17,0,0
53772,2025年全国大学生“AI+外语”大模型翻译挑战赛,vse/2025AI/Translate,0,1,1744128000,1745629200,1745629200,1745679600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1744106024130images.png,全国性,中国外文局亚太传播中心（人民中国杂志社、中国报道杂志社）,主办方,全国,1005,english,19,12,正在报名,0,1,0
53618,2025年全国大学生“AI+双语” 人机协同辩论赛,vse/2025AI/Debate,0,1,1744041600,1745629200,1745629200,1745679600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1742435716128images.png,全国性,中国外文局亚太传播中心（人民中国杂志社、中国报道杂志社）,主办方,全国,1005,speech,24,12,正在报名,0,0,0
51064,【4月26日开考】物种奇遇—生物多样性知识科普大赛,vse/HelloSpecies,0,1,1723683600,1745629200,1723651200,1745676000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1743390718195images.png,全国性,中华环保联合会,主办方,全国,1004,environment,27,22,比赛进行中,22,0,0
53740,2025年高校学生数学建模能力测评考试【4月场次】,vse/53740,0,1,1743436800,1745661600,1745715600,1745769540,,全国性,工业和信息化部人才交流中心,主办方,全国,1002,match,16,12,正在报名,0,0,0
53550,【国家一级协会】第二届“创新实践杯”全国大学生英语词汇大赛,vse/IPCEVC/2025,0,1,1742810400,1745665200,1745629200,1745676000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1741598916085images.png,全国性,中国商业联合会,主办方,全国,1005,english,19,12,正在报名,0,0,0
53356,第二届“智科杯”全国大学生英语词汇大赛,vse/53356,0,1,1742745600,1745668800,1745629200,1745676000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1741916599807images.png,全国性,上海市健康科技协会科技传播（国际）工作委员会 等,主办方,全国,1005,english,19,12,正在报名,0,0,0
53461,【倒计时13天】第三届“创想中国” 全国大学生创新创业大赛,vse/53461,0,1,1742140800,1745668800,1745629200,1745676000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1741940458378images.png,全国性,《中国就业》杂志社,主办方,全国,1003,chuangye,3,12,正在报名,0,0,0
53259,【第二场倒计时12天】第三届“道法杯”全国大学生文学知识大赛,vse/DFB2025,0,1,1739149200,1745672400,1745629200,1745676000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1738987082754images.png,全国性,浙江省老子研究会,主办方,全国,1005,art_assessment,36,12,正在报名,0,0,0
53359,【证书双官网认证】第二届“中促杯” 全国大学生英语翻译能力大赛,vse/ZCBFY/2025,0,1,1741073400,1745676000,1745629200,1745679600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740994844567images.png,全国性,中国国际科技促进会综合素质与职业发展教育专业委员会,主办方,全国,1005,english,19,12,正在报名,0,0,0
53446,【证书+推荐信】第三届“中外传播杯”全国大学生英语阅读大赛,vse/cfcc/2025R,0,1,1740672000,1745676000,1745631000,1745681400,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740714288363images.png,全国性,中国外文局亚太传播中心（人民中国杂志社、中国报道杂志社）,主办方,全国,1005,english,19,12,正在报名,38,0,0
52302,【最后12天】“东方创新杯”全国大学生英语词汇大赛,vse/ORIENT-VOCABULARY,0,1,1734019200,1745679600,1745629200,1745683140,https://publicqn.saikr.com/2025/04/03/contest67ee00f31a91f1.435960171743651064421.png,全国性,华夏文化促进会文化和科技融合工作委员会,主办方,全国,1005,english,19,12,正在报名,28,0,0
53714,【倒计时12天】2025年“AI.Talk” 全国大学生英语词汇大赛,vse/AITalk/2025,0,1,1743394080,1745679600,1745629200,1745683140,https://publicqn.saikr.com/2025/03/27/contest67e5182323e953.756092781743067185442.png,全国性,华夏文化促进会文化和科技融合工作委员会,主办方,全国,1005,english,19,12,正在报名,0,0,0
53528,2025年第四届全国大学生数据统计与分析竞赛,vse/tjfx/202501,0,1,1741536000,1745683199,1745715600,1745726400,https://publicqn.saikr.com/2025/03/05/contest67c829001b5c52.571834191741170965460.png,全国性,中国对外贸易经济合作企业协会跨境电子商务工作委员会,主办方,全国,1001,big_data,34,12,正在报名,0,0,0
53293,【第一场次倒计时】第三届全国大学生汉语言文字能力大赛,vse/hyy3,0,0,1740618000,1745683199,1745625600,1745683199,https://publicqn.saikr.com/contest/thmub/cropper/upload/1739786653178images.png,全国性,《作文周刊》报社,主办方,全国,1004,society,29,12,正在报名,0,0,0
53191,【最后13天】2025“英才计划”国际大学生英语综合能力大赛,vse/ICSECAC2025,0,1,1737334800,1745758800,1745715600,1745762400,https://publicqn.saikr.com/2025/01/15/contest6787779a2bae47.441368311736931319536.png,全国性,中华出版促进会国际人才文化传播工作委员会,主办方,全国,1005,english,19,12,正在报名,0,0,0
53634,【实习+签约机会】第二届“海豚杯”翻译大赛暨国际翻译人才选拔赛,vse/dolphincup2,0,1,1744128000,1745892000,1744164000,1745942399,https://publicqn.saikr.com/contest/thmub/cropper/upload/1744084427237images.png,全国性,中国外文局海豚出版社,主办方,全国,1005,english,19,22,比赛进行中,0,0,0
53360,90天职达未来大学生实习就业精英计划【第一期】,vse/53360,0,1,1739894400,1745942400,1742140800,1750003200,https://publicqn.saikr.com/contest/thmub/cropper/upload/1739955316635images.png,全国性,职此一刻,主办方,全国,1004,society,29,22,比赛进行中,0,0,0
53808,2025年第十届数维杯大学生数学建模挑战赛（塔里木大学报名处）,vse/53808,0,1,1744416000,1745971200,1746752400,1747015200,https://publicqn.saikr.com/contest/thmub/cropper/upload/1744302062598images.png,省级,内蒙古创新教育学会,主办方,全国,1001,mcm,1,12,正在报名,0,1,0
53728,2025年湖南大学数学建模校赛,vse/hnu2025,0,1,1743393600,1745985600,1746007200,1746266400,,校级,湖南大学学生创新创业中心 等,主办方,全国,1001,mcm,1,12,正在报名,0,0,0
53790,2025年上海理工大学数学建模竞赛,vse/usst/mcm/2025,0,1,1745942400,1746007200,1746014400,1746360000,,校级,上海理工大学,主办方,上海理工大学,1002,match,16,11,即将报名,0,0,0
53750,第二十七届华东杯大学生数学建模邀请赛,vse/hdmcm/2025,0,1,1745024400,1746014400,1746014400,1746360000,,全国性,复旦大学数学科学学院,主办方,全国,1002,match,16,11,即将报名,0,0,0
51078,2024 “创想中国 ”全国大学生简历设计大赛,vse/CXCNJL2024,0,1,1723737600,1746021600,1723737600,1746028740,https://publicqn.saikr.com/2025/02/13/contest67adbc256abb73.587511681739439169007.png,全国性,《中国就业》杂志社,主办方,全国,1004,occupation,28,22,比赛进行中,12,0,0
51698,第七届 CRH 杂交水稻杯机器人创客大赛 暨（19省）跨区域科创与科普大会,vse/51698,0,0,1734883200,1746028740,0,0,https://publicqn.saikr.com/2025/01/23/contest679206e2263f79.556739671737623284335.png,全国性,湖南省机器人科技教育学会 等,主办方,全国,1004,tiaozhanbei,7,12,正在报名,0,0,0
53582,2025年CATTI笔译集训营,vse/CATTIJXY2025,0,3,1742400000,1746028799,0,0,https://publicqn.saikr.com/contest/thmub/cropper/upload/1742801247545images.png,其他,中国外文局教育培训中心  ,主办方,全国,1005,english,19,12,正在报名,0,0,0
53678,关于举办中南大学第二十届数学建模竞赛的通知,vse/csumcm2025,0,1,1742745600,1746028799,1742832000,1749571199,,校级,中南大学,主办方,中南大学,1001,mcm,1,22,比赛进行中,0,0,0
53213,【清明赛段倒计1天】第二届“华文奖”全国大学生文化创新-文旅创作大赛,vse/HWJWL1/2025,0,1,1737388740,1746799200,1741881600,1747670340,https://publicqn.saikr.com/2025/03/31/contest67ea0f880ef553.194816361743392666648.png,全国性,华夏文化促进会素质教育委员会,主办单位,全国,1005,art_assessment,36,22,比赛进行中,26,0,0
53586,职业发展与人才培养工程暨新媒体运营科目能力测评考试,vse/cp/xmtyy,0,0,1743004800,1746806340,0,0,https://publicqn.saikr.com/contest/thmub/cropper/upload/1743402272447images.png,其他,中国智慧工程研究会职业教育专业委员会,主办方,全国,1004,occupation,28,12,正在报名,0,0,0
53326,2025年度第六届全国大学生算法设计与编程挑战赛（春季赛）,vse/adpc/2025/spring,0,1,1739289600,1746806399,1746939600,1746957600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1741398975825images.png,全国性,天津市未来与预测科学研究会,主办方,全国,1001,computer,6,12,正在报名,27,0,0
53313,【决赛】“悦·读者杯”2025年全国青少年元宵节知识大赛,vse/53313,0,1,1739116800,1746806400,1739116800,1746806400,,全国性,读者杂志社,主办方,全国,1005,technology,33,22,比赛进行中,0,0,0
53444,第六届全国大学生普通话挑战赛,vse/NPCCS2025S,0,1,1740717000,1746867600,1746838800,1746871200,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740477038896images.png,全国性,中国广播影视培训网 等,主办方,全国,1004,society,29,12,正在报名,0,0,0
53756,第二届大学生职业（财会）职业技能大赛,vse/ZJWSFA2ND,0,1,1744074000,1746867600,1746838800,1746871200,,全国性,中国智慧工程研究会职业教育专业委员会,主办方,全国,1004,society,29,12,正在报名,0,0,0
53710,【国家一级协会主办】第三届“ETTBL杯”全国大学生英语写作大赛,vse/ETTBL/WRITING/THIRD,0,1,1743436800,1746892799,1745078400,1746892799,https://publicqn.saikr.com/contest/thmub/cropper/upload/1743039265451images.png,全国性,中国商业联合会,主办单位,全国,1005,english,19,12,正在报名,0,0,0
53757,第二届大学生职业（教资）职业技能大赛,vse/ZJWSTQ2nd,0,1,1744074000,1746954000,1746925200,1746957600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1744016817850images.png,全国性,中国智慧工程研究会职业教育专业委员会,主办方,全国,1004,society,29,12,正在报名,0,0,0
53396,第二届“奇幻未来”全国大学生动漫设计大赛,vse/qhwl2,0,1,1739980800,1746979200,1739980800,1746979200,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740015188999images.png,全国性,中华出版促进会国际人才文化传播工作委员会 等,主办方,全国,1005,art_assessment,36,22,比赛进行中,0,0,0
53619,2025年第五届长三角高校数学建模竞赛,vse/YRDMCM/2025,0,1,1742313600,1747267200,1747267200,1747612800,https://publicqn.saikr.com/contest/thmub/cropper/upload/1742438248051images.png,全国性,浙江省数学会,主办单位,全国,1002,match,16,12,正在报名,0,0,0
53507,【签约机会】2025“海豚杯”多语种配音人才挑战赛,vse/dolphincup2025/voice,0,1,1742400000,1747274400,1742400000,1747324799,https://publicqn.saikr.com/contest/thmub/cropper/upload/1741598859677images.png,全国性,中国外文局海豚出版社,主办单位,全国,1005,speech,24,22,比赛进行中,48,0,0
53328,【助力综测】第二届“华文奖”全国大学生文化创新-传统文化大赛,vse/CTWH1/2025,0,1,1739721600,1747274400,1739721600,1747324799,https://publicqn.saikr.com/contest/thmub/cropper/upload/1739870450034images.png,全国性,华夏文化促进会素质教育委员会,主办方,全国,1005,art_assessment,36,22,比赛进行中,34,0,0
51077,【免费参与】全国高校青年珠峰知识科普宣传活动-宣传语创作赛道,vse/zfhd,0,1,1723737600,1747324740,1723737600,1747324740,https://publicqn.saikr.com/2025/01/24/contest6792e90b4c0701.053922341737681179927.png,全国性,中国邮政集团有限公司林芝市分公司 等,主办方,全国,1004,society,29,22,比赛进行中,32,0,0
53738,【第二场初赛】2025年“开发者”算法编程挑战赛,vse/53738,0,1,1743436800,1747411199,1743436800,1747411199,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740018517281images.png,全国性,湖北省计算机信息系统集成协会,主办方,全国,1001,computer,6,22,比赛进行中,0,0,0
53372,第三届“ETTBL杯”全国大学生英语词汇大赛,vse/ETTBL/VOCABULARY/THIRD,0,1,1740758400,1747411200,1744387200,1744473599,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740629132612images.png,全国性,中国商业联合会,主办单位,全国,1005,english,19,23,比赛结束,0,0,0
53711,第二届“一带一路”全国大学生知识文化大赛,vse/YDYLZS,0,1,1743404400,1747472400,1747443600,1747476000,https://publicqn.saikr.com/contest/thmub/cropper/upload/1743056061523images.png,全国性,中国欧洲经济技术合作协会一带一路经济文化工作委员会,主办单位,全国,1004,society,29,12,正在报名,0,0,0
53368,【权威赛事】2025 年第六届大学生“丝绸之路”主题知识竞赛,vse/silkroad2025,0,1,1739980800,1747477800,1739980800,1747479600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1740040501738images.png,全国性,中国对外贸易经济合作企业协会跨境电子商务工作委员会,主办方,全国,1004,society,29,22,比赛进行中,45,0,0
53732,【国家一级学会】第二届“中国故事大赛·双语中国”全国大学生英语词汇大赛,vse/2025/SYZG/BV,0,1,1743555600,1747494000,1747443600,1747497540,https://publicqn.saikr.com/2025/04/01/contest67ebb3ec8effb9.226214711743500392090.png,全国性,中国寓言文学研究会教育教学专业委员会,主办方,全国,1005,english,19,12,正在报名,0,0,0
53893,关于举办福州大学第十九届数学建模竞赛暨第十七届“电工杯”全国大学生数模竞赛,vse/2025MCIM,0,1,1744560000,1747670400,1747958400,1748217600,,校级,福州大学教务处,主办方,福州大学,1002,match,16,12,正在报名,0,1,0
53768,2025年第十七届“中国电机工程学会杯”全国大学生电工数学建模竞赛,vse/EECMCM2025,0,1,1744214400,1747843199,1747958400,1748217600,,全国性,中国电机工程学会,主办方,全国,1001,mcm,1,12,正在报名,25,1,0
53231,第二届“一带一路”全国大学生英语演讲大赛,vse/2025Speech,0,1,1737424800,1747843199,1737424800,1748188799,https://publicqn.saikr.com/contest/thmub/cropper/upload/1737356070782images.png,全国性,中国欧洲经济技术合作协会一带一路经济文化工作委员会,主办方,全国,1005,english,19,22,比赛进行中,50,0,0
54603,2025江西财经大学数学建模竞赛,vse/JUFEMCM2025,0,1,1744560000,1747972800,1747994400,1748433600,https://publicqn.saikr.com/contest/thmub/cropper/upload/1744601369916images.png,校级,江西财经大学创业学院 等,主办方,江西财经大学,1001,mcm,1,12,正在报名,0,1,0
53449,2025年APMCM亚太地区大学生大模型竞赛,vse/apmcm/202501,0,1,1740412800,1747972800,1747994400,1748260800,https://publicqn.saikr.com/2025/02/25/contest67bd891e87fa20.441178021740474668657.png,全国性,中国国际科技促进会物联网工作委员会 等,主办方,全国,1001,computer,6,12,正在报名,0,0,0
